username,count
105_nancy,4
106,11
1063649,3
1065908,3
107,11
1070477,3
1072785,3
1075558,3
108,9
1080144,3
1080927,3
1081960,3
1082414,3
109,11
109_Administrador,1
109_Aprobaciones,1
109_Compras,1
109_Contabilidad,1
109_Gerencia,1
109_Operaciones,1
109_PruebasPrime,1
10_Administrador,4
10_AdministradorElixir,4
10_IRENEPAREDES,3
10_IVITERI,3
10_administrador,3
10_administradorelixir,4
10_ireneparedes,3
10_iviteri,4
10_mpaez,4
11,12
110,5
11001642,3
11002336,3
11006053,3
11006072,3
11007911,3
11024202,3
11024204,4
11024209,4
1102811972,3
11036784,3
11040575,3
11042989,3
11063649,3
11063786,3
11066403,3
11067420,3
11070711,3
11074864,4
11078939,3
11079708,4
11080927,3
11082414,3
11083334,4
11084153,3
11084466,3
110_FAndres_Garcia,3
110_FArenal,3
110_FCarcelen,3
110_FL_Doris,3
110_FL_Jose,3
110_FL_johana,3
110_FLago,4
110_FPuembo,4
110_Fchaupi,3
110_Fcumbaya,3
110_f_monteserrin,3
110_fandres_garcia,4
110_farenal,4
110_fcarcelen,4
110_fchaupi,3
110_fcumbaya,3
110_fl_doris,4
110_fl_johana,3
110_fl_jose,4
110_flago,4
110_fpuembo,3
111,7
112,3
112_Administrador,3
112_AdministradorLexim,4
112_Cobranza,3
112_Contabilidad1,3
112_Contabilidad2,3
112_Contabilidad4,3
112_GERENCIAAVL,3
112pdks,1
113,3
114,3
115,3
116,3
117,3
118,3
119,3
11_Ecuacapro,3
11_Ediarmoca,3
11_Estudionueve,3
11_InstitutoCreSer,3
11_Tribelchaneg,3
11_ecuacapro,4
11_ediarmoca,3
11_estudionueve,4
11_institutocreser,4
11_tribelchaneg,4
12,13
120,3
12001642,3
12002336,3
12006053,3
12006072,3
12007737,3
12007911,3
12024220,4
12024222,3
12024224,3
12027494,3
12027556,3
12029341,4
12034327,3
12036784,3
12038505,3
12044117,2
12047306,3
12047900,4
12048011,3
12048015,3
12049144,3
12053540,3
12062223,3
12063649,3
12073781,3
12075260,3
12077317,4
12080407,3
12080864,3
12084603,4
120_120_Lester_Bolivar,1
120_120_Rocio_Sotalin,1
120_Administrador,5
120_Alejandra_Flores,1
120_Alexandra_Livirumbay,1
120_Allison_Saenz,1
120_Ana_Jacome,1
120_Andrea_Cholango,1
120_Andrea_Zambonino,1
120_Angela_Arriaga,1
120_Angelica_Arreaga,1
120_Anita_Landazuri,1
120_Ashley_Guevara,1
120_Brenda_Buenaño,1
120_Carolina_Cruz,1
120_Carolina_Naranjo,1
120_Chiriboga_Katherine,1
120_Cristina_Garcia,1
120_Dhamar_Cedeño,1
120_Diana_Arcos,1
120_Diana_Aristega,1
120_Diego_Chavez,1
120_Elli_Coen,1
120_Evelyn_Mejia,1
120_Fernanda_Vintimilla,1
120_G_supply1,3
120_G_supply2,3
120_G_supply3,3
120_Gabriela_Chamba,1
120_Gabriela_Cruz,1
120_Gabriela_Holguin,1
120_Giron_Veronica,1
120_Gladys_Valarezo,1
120_Isabel_Holguin,1
120_Isabel_Sedamanos,1
120_Jazmin_Carrion,1
120_Jazmin_Macias,1
120_Jazmin_ortega,1
120_Jessica_Parra,1
120_Jessica_Rodriguez,1
120_Johana_Mata,1
120_John_Bonilla,1
120_Joselin_Alcivar,1
120_Joselin_Tomala,1
120_Joseph_Cohen,1
120_Julio_Vinces,1
120_Karen_Caizaguano,1
120_Karen_Villalta,1
120_Karina_Salazar,1
120_Karool_Mena,1
120_Katherine_Guillas,1
120_Lady_Castro,1
120_Lesly_Correa,1
120_Lester_Bolivar,1
120_Lilia_Pachay,1
120_Lisseth_Morales,1
120_Lourdes_Zambrano,1
120_Luis_Granizo,1
120_Magdalena_Miranda,1
120_MariaFernanda_Ruiz,1
120_Marisol_Toapanta,1
120_Marjorie_Tipan,1
120_Melissa_Merchan,1
120_Naslhy_Arteaga,1
120_Nelly_Moreira,1
120_PRUEBAS,1
120_Paola_Chango,1
120_Priscila_Peralta,1
120_Ramiro_Cabezas,1
120_Rocio_Cisneros,1
120_Rocio_Sotalin,1
120_Ronal_Varela,1
120_Ruth_Loachamin,1
120_Samantha_Perez,1
120_Sebastian_Romo,1
120_Stephanie_Toledo,1
120_Tatiana_Parrales,1
120_Tatiana_Torres,1
120_Vanessa_Caravedo,1
120_Viejo_Yuliana,1
120_Yester_Vasquez,1
120_Yomara_Andrade,1
120_Zully_Cabrera,1
120_administrador,4
120_g_supply1,4
120_g_supply2,3
120_g_supply3,3
121,7
122,3
122_Administrador,1
122_Carolina,1
122_Domenica,1
122_Genesis,1
122_Guido,1
122_Jaqueline,1
122_Leyla,1
122_Lizeth,1
122_Luis,1
122_Provisional,1
122_Santiago_Galarraga,1
122_Sergio,1
123,8
1234,2
12345,3
123_Administrador,1
123_USocio,4
123_Usuario-Ambato,1
123_Usuario-Babahoyo,1
123_Usuario-CityMall,1
123_Usuario-Condado,1
123_Usuario-Ibarra,1
123_Usuario-Jardin,1
123_Usuario-Latacunga,1
123_Usuario-Machala,1
123_Usuario-Megamaxi,1
123_Usuario-Milagro,1
123_Usuario-Pacifico,1
123_Usuario-Peninsula,1
123_Usuario-Portal,1
123_Usuario-Portoviejo,1
123_Usuario-QCSur,1
123_Usuario-Quevedo,1
123_Usuario-RioCeibos,1
123_Usuario-RioDorado,1
123_Usuario-Riobamba,1
124,6
126,3
127,3
128,3
13,15
130,6
13000308,4
13001642,3
13002336,3
13006053,4
13006057,4
13007737,3
13007911,3
13034327,4
13034549,3
13034553,3
13034554,3
13034557,3
13036784,3
13040441,3
13048196,3
13050957,3
13063649,3
13069517,3
13070654,3
13072965,4
13079716,3
13079932,3
13082526,3
13082527,4
13083695,3
131,3
132,4
133,3
13472568-0,3
135,6
13662690-6,4
137,3
138,6
139,3
139_Administrador,3
139_Contador,3
139_Sandra,3
139_administrador,4
139_contador,3
139_sandra,3
14,11
140,3
14001642,3
14002336,4
14006053,3
14006057,3
14007737,3
14032102,4
14034327,3
14034529,3
14034530,4
14034531,3
14034532,3
14034535,4
14036762,4
14036784,3
14036905,3
14037131,3
14048062,3
14051179,3
14061248,3
14063649,3
14065222,3
14065223,3
14067038,3
14072060,3
14073045,4
14074340,3
14074605,3
14076078,3
14078081,3
14079896,3
14080169,4
14082992,3
14084184,3
140_Administrador,5
140_Prodi2022,3
140_Santiago,4
140_administrador,3
140_prodi2022,4
140_pruebas,3
140_santiago,4
141,6
141_Administrador,5
141_AdministradorM,4
141_Anibal Logistica,3
141_AnibalLogistica,1
141_CARLOS,4
141_Comercial,4
141_Damian,4
141_Eventos,4
141_GABRIELA,4
141_GEOCONDA,3
141_JAIRO,4
141_Logistica,5
141_MariaFernanda,4
141_Pasante,5
141_Prueba1,1
141_Prueba2,1
141_RRHH,4
141_Zonia,4
141_administrador,3
141_administradorm,4
141_anibal logistica,4
141_carlos,3
141_comercial,3
141_damian,3
141_eventos,4
141_gabriela,4
141_geoconda,3
141_jairo,4
141_logistica,3
141_mariafernanda,3
141_pasante,4
141_rrhh,4
141_zonia,4
142,3
142_Administrador,1
142_BiodermaPruebas,1
143,3
143_Administrador,1
143_AdministradorCM,1
143_DIANAMC,1
143_ERIKA,1
143_Estefania,1
143_PaulinaParra,1
143_STAIPEMC,1
144,3
144_Administrador,1
144_AdministradorCB,1
144_DIANABC,1
144_ERIKA,1
144_Estefania,1
144_PaulinaParra,1
144_STAIPEBC,1
145,3
146,3
147,3
15,14
151,6
152,3
153,7
156,3
156_Administrador,5
156_administrador,3
156_alandazuri,5
156_dmrivadeneira,4
156_ebravo,4
156_gjimenez,4
156_jcalderon,4
156_jsimbana,4
156_jsolorzano,5
156_jtamay,4
156_lcaicedo,4
156_mcoral,4
156_mjcevallos,4
156_ssimbaña,4
156_tdominguez,5
156_vjaya,5
156_vvallejo,6
156_ymoreta,5
157,3
16,14
16001597,3
16002336,3
16002534,3
16002584,3
16003339,4
16003818,4
16006053,3
16006057,4
16006058,4
16006060,4
16007911,3
16044902,3
16061927,3
16062797,3
16063649,3
16075558,3
16080927,3
16081960,4
16082414,4
161,3
162,3
163,3
166_Administrador,4
166_AlejandroArguelles,1
166_BryanRueda,4
166_Emma Fuentes,4
166_IvetteBautista,4
166_bryanrueda,4
166_emma fuentes,3
166_ivettebautista,4
17,12
17001642,3
17006053,3
17006055,3
17006072,3
17007911,4
17007934,2
17043940,3
17045845,3
17069717,3
171,3
172,3
173,3
18,11
18019400,3
181,6
182,6
182_Administrador,3
182_AdministradorLibros,3
182_administrador,4
182_administradorlibros,4
183,4
186_ACONTABLE,3
186_Administrador,3
186_Contabilidad,4
186_DROMERO,3
186_acontable,4
186_administrador,3
186_contabilidad,3
186_dromero,3
19,10
19006053,4
19006055,3
19006072,3
19011542,3
19052457,3
19052461,3
19052462,3
19054227,3
19054326,3
19055710,3
19055917,3
19062836,3
19063649,4
19063938,3
19077598,3
19077599,3
19082352,2
19084415,3
191,3
192,4
192.168.1.132,4
193,3
194,3
194_Administrador,1
194_Antonella_Arico,1
194_Cecilia_Gonzales,1
194_Cecilia_Gonzalez,1
194_Esteban_Cardenas,1
194_Ingrit_Herrera,1
194_Myrian_Mendoza,1
195_Administrador,1
195_UsuarioPruebas,1
196,3
196_01_Administrador,3
197,4
197_ASISTENTE,1
197_Administrador,1
197_CONTADORA,1
19850101,5
19850102,4
19870201,4
19880019,1
19880201,4
19880801,4
19890027,1
19901201,4
19920501,3
19921001,5
19930201,5
19960102,5
19960103,4
19970701,4
19970901,5
19971101,4
19980201,4
19980202,5
19980801,5
19980802,4
19991003,4
19991102,4
19_Administrador,3
19_Jessica Vargas,4
19_OscarJ,3
19_Pgarcia,3
19_Scarrera,3
19_VGye,3
19_administrador,3
19_aperez,4
19_hggarzon,4
19_jessica vargas,4
19_jsellan,3
19_lsanchez,4
19_ojjaramillo,4
19_oscarj,3
19_pgarcia,3
19_scarrera,3
19_vgye,4
1?,1
1A1,4
1A2,3
1A3,3
1B1,3
1B2,3
1B3,3
1C,10
1C2,3
1C3,3
1CCSS,1
1C_user,3
1D1,3
1D2,4
1F1,3
1G41,4
1G42,3
1G43,3
1_Administrador,1
1_FMarianas,3
1_FPrueba1,3
1_FPrueba2,4
1_Prueba,1
1_fmarianas,3
1_fprueba1,4
1_fprueba2,4
1c,3
1c7user,2
1c_user,3
1com,3
1cserver,4
1cserverN,3
1lithoman,4
1с,1
2,26
20,14
20000103,5
20000201,5
20000408,5
20000502,4
20000604,4
20000802,4
20001008,4
20001009,4
20001205,5
20001207,5
20010056,1
20010060,1
20010089,1
20010095,1
20010202,4
20010203,5
20010204,5
20010205,5
20010206,4
20010207,4
20010210,5
20010301,4
20010602,4
20010801,4
20011001,4
20011004,5
20011102,4
2001642,3
20020001,1
20020401,4
20020601,4
20020604,4
20020701,3
20021201,4
20021210,3
20021214,4
20021216,3
2002336,3
20030018,1
20030019,1
20030025,1
20030074,1
20030081,1
20030083,1
20030201,3
20030303,3
20030305,3
20030401,3
20030702,3
20030705,4
20030801,17
20030802,3
20030803,3
20030804,3
20030901,6
20030902,3
20030903,4
20031002,3
20031004,3
20031005,4
20031009,4
20031101,3
20040003,1
20040004,1
20040005,1
20040058,4
20040102,3
20040104,1
20040108,1
20040114,1
20040119,1
20040132,1
20040134,1
20040135,1
20040306,3
20040307,4
20040309,3
20040310,3
20040311,3
20040402,3
20040403,4
20040404,3
20040407,4
20040503,3
20040504,3
20040505,3
20040507,3
20040509,3
20040702,2
20040901,4
20041101,3
20041202,3
20041206,3
20050084,1
20050086,1
20050087,1
20050102,3
20050103,3
20050303,4
20050401,3
20050501,4
20050502,7
20050503,3
20050801,4
20050802,17
20050901,4
20050902,4
20051001,3
20051002,3
20051201,3
20051202,3
20051203,3
20060101,3
20060103,3
20060104,3
20060121,1
20060127,1
20060130,1
20060176,4
20060201,3
20060202,3
20060301,3
20060302,4
20060303,3
20060304,4
20060401,3
20060402,3
20060403,4
2006053,3
2006072,3
20060801,3
20060901,3
20060902,3
20061001,4
20061002,2
20061003,3
20070025,1
20070027,1
20070050,1
20070052,1
20070101,3
20070701,3
20070901,3
20070902,3
20071001,3
20071002,3
2007737,4
2007911,3
2007934,3
20080101,4
20080402,3
20080403,3
20080602,3
20080701,3
20080801,3
20080901,3
20081001,4
20081101,3
20081102,3
20081103,4
20081104,3
20090101,3
20090102,4
20090105,1
20090106,1
20090108,1
20090110,1
20090111,1
20090113,1
20090165,1
20090166,1
20090173,1
20090177,1
20090198,1
20090199,1
20090200,1
20090202,1
20090203,1
20090205,1
20090225,1
20090226,1
20090227,1
20090229,1
20090232,1
20090301,3
20090501,3
20090502,3
20090503,3
20090504,4
20090505,3
20090601,4
20090602,4
20090701,3
20090801,4
20090901,3
20091101,4
20091102,3
20091103,4
20091104,4
20091105,3
20091201,3
20091203,4
200_Administrador,3
200_Contador,3
200_Maria_Lechon,3
200_Milton_Lechon,4
200_NELLY_ IMBAQUINGO,3
200_Patricio_Analuisa,4
200_administrador,3
200_contador,3
200_maria_lechon,4
200_milton_lechon,3
200_patricio_analuisa,4
201,4
20100001,1
20100015,1
20100020,1
20100086,1
20100088,1
20100089,1
20100101,3
20100126,1
20100127,1
20100133,1
20100137,1
20100138,1
20100201,3
20100202,4
20100203,4
20100301,3
20100601,3
20100802,4
20101001,3
20101201,3
20110015,1
20110016,1
20110017,1
20110097,1
20110098,1
20110201,4
20110501,3
20110502,4
20111101,3
20111102,3
20111202,3
20111203,3
20111204,3
20111205,4
20120087,1
20120088,1
20120089,1
20120101,4
20120102,3
20120201,3
20120202,4
20120203,3
20120206,4
20120207,3
20120210,3
20120301,4
20120302,3
20120303,3
20120304,3
20120307,4
20120309,3
20120401,3
20120402,3
20120404,4
20120405,3
20120501,3
20120601,3
20120701,3
20120702,3
20120703,3
20120704,3
20120801,3
20120803,3
20120804,4
20120805,3
20121001,4
20121004,3
2012101,3
20121101,4
20121102,3
20121103,3
20121104,3
20130003,1
20130012,1
20130201,3
20130202,3
20130403,3
20131201,4
20140063,1
20140064,1
20140065,1
20140066,1
20140067,1
20140068,1
20140099,1
20140103,1
20140108,1
20140116,1
20140119,1
20140301,3
20140303,3
20140401,2
20140402,3
20140501,3
20140502,4
20140503,3
20140702,4
20140802,4
20140803,3
20141101,3
20141201,3
20141202,3
20141203,2
20141204,3
20141205,3
20150102,3
20150103,3
20150104,4
20150303,3
20150401,3
20150402,3
20150501,4
20160038,3
20160101,3
20160401,3
20160402,4
20160503,4
20160601,4
20160602,4
20160603,3
20160701,4
20160703,3
20160802,4
20160803,4
20160804,3
20160805,3
20161101,3
20161201,4
20170101,4
20170201,3
20170202,4
20170203,7
20170303,4
20170402,4
20170404,4
20170501,4
20170502,3
20170602,4
20170603,4
20170703,4
20170802,3
20170901,4
20171002,4
20171201,4
20171202,3
20180401,3
20180403,3
20180501,3
20180502,3
20180503,3
20180504,3
20180505,3
2018060,4
20180601,4
20180701,7
20180703,3
20180704,4
20180803,3
20180902,3
20181103,3
2019281,3
2019282,3
2019283,3
2019284,3
2019286,3
2019289,3
202,4
20200010,4
20210303,4
20210801,4
20220901,4
20220902,4
20230402,4
20231204,3
2027494,3
203,7
2036784,3
203_01_Administrador,3
203_01_LuaConsulta,4
203_01_LuaUIO,3
203_01_administrador,4
203_01_luaconsulta,3
203_01_luauio,4
203_02_Esmeraldas,3
203_02_LuaESM,3
203_02_esmeraldas,4
203_02_luaesm,3
203_Administrador,3
203_administrador,4
2040775,3
2049325,3
205,7
2059245,3
205_AsistenteContable1,3
205_AsistenteContable2,3
205_CARLOSPUEBLA,3
205_FactSucursal1Vargas,3
205_FacturacionMatriz,4
205_asistentecontable1,3
205_asistentecontable2,4
205_carlospuebla,4
205_factsucursal1vargas,4
205_facturacionmatriz,3
206,4
2063649,3
2064827,3
207,3
2076648,4
207_Administrador,3
207_Asistente,3
207_Contador,3
207_administrador,4
207_asistente,3
207_contador,4
208,4
2080128,3
2080331,3
2080460,4
2080683,4
2083029,4
208_Administrador,4
208_GEOVANNA,6
208_ROSA,3
208_administrador,3
208_geovanna,7
208_rosa,4
209_Administrador,4
209_administrador,3
20_ADmin,3
20_Administrador,3
20_admin,3
20_administrador,4
20_tambo_administrador,9
20_tambo_contabilidad,5
21,13
21001642,3
21006053,4
21006072,3
21010802,4
21024220,3
21024224,4
21034327,3
21047306,3
21047900,3
21048011,3
21063649,4
21077317,3
211,7
212,3
212_Administrador,3
212_TRASRUTUN,4
212_administrador,4
212_trasrutun,3
213,3
213_Administrador,3
213_Asistente1,3
213_Asistente2,4
213_Contabilidad,4
213_Facturador,4
213_contabilidad,3
214_Administrador,3
214_ERIKA,3
214_ESTEFANIA,3
214_GABRIELA,4
214_MARY,3
214_Mónica G,3
214_PATRICIA,3
214_administrador,4
214_erika,3
214_estefania,4
214_gabriela,4
214_mary,3
214_mónica g,3
214_patricia,3
216_ASITIMBAYA MARIA,3
216_Administrador,4
216_CUASQUI LUIS,3
216_JARAMILLO ARGENTINA,3
216_SUPERVISOR,3
216_YEPEZ EDWIN,3
216_asitimbaya maria,4
216_cuasqui luis,3
216_jaramillo argentina,3
216_supervisor,4
216_yepez edwin,4
22,13
22001642,3
22002336,3
22006053,3
22006072,3
22007737,3
22007911,3
22061923,3
22061926,3
22061927,4
22061928,3
22062797,3
22063649,4
22063939,4
22063983,3
22063984,3
22065643,3
22066193,3
22066195,3
22067449,3
22068005,3
22068482,3
22069205,3
22071287,3
22072408,3
22072510,3
22072519,3
22072878,3
22072938,3
22074828,3
22079184,3
22079185,3
22080927,3
22082346,3
22082347,3
22082349,3
22082351,3
22082414,3
22082503,4
22082743,4
22084715,3
22085096,3
221,7
222,3
223,3
22_Pamela,4
22_pamela,4
23,14
23001642,3
23002336,3
23006053,3
23006072,3
23007911,3
23062797,3
23063649,4
23069297,3
23073136,3
23074031,3
23076453,3
23084262,3
231,3
232,6
233,3
236,3
24,12
24001642,3
24002336,3
24006053,2
24006072,3
24024220,3
24024224,4
24036784,3
24061248,3
24063649,3
24068628,3
24070573,3
24070686,3
24073989,3
24079751,3
24082331,3
241,3
241_Administrador,3
241_CarlosA,3
241_FACTURACION,3
241_JCMORA,3
241_administrador,3
241_carlosa,3
241_facturacion,4
241_jcmora,3
242,4
242_Administrador,3
242_Asistente1,3
242_CarolinaGuaman,3
242_JimenaNuñez,3
242_administrador,4
242_asistente1,4
242_carolinaguaman,3
242_jimenanuñez,3
243,4
245_ASISTENTE,3
245_Administrador,3
245_CROYAL_GEOVANNA,3
245_CROYAL_MARITZA,3
245_CROYAL_NANCY,3
245_CROYAL_PRINCIPAL,3
245_administrador,3
245_asistente,3
245_croyal_geovanna,3
245_croyal_maritza,4
245_croyal_nancy,4
245_croyal_principal,3
246_ASISTENTE,3
246_AYALA_MARITZA,3
246_AYALA_NANCY,3
246_AYALA_PRINCIPAL,3
246_Administrador,3
246_administrador,3
246_asistente,3
246_ayala_maritza,3
246_ayala_nancy,3
246_ayala_principal,3
248_Administrador,3
248_Contador,3
248_PuntodeVenta,3
248_administrador,4
248_contador,3
248_puntodeventa,4
25,6
25010737,3
251,3
251_ASISTENTE 2,3
251_Administrador,3
251_SOFIA CALDERON,3
251_VERONICA CHECA,4
251_administrador,3
251_asistente 2,4
251_sofia calderon,3
251_veronica checa,4
252,3
253,3
254,3
254_Administrador,3
254_Contador,3
254_Secretaria,3
254_administrador,4
254_contador,3
254_secretaria,3
255_Administrador,3
255_NatalyAlmeida,3
255_administrador,4
255_natalyalmeida,3
26,10
26002336,3
26006053,3
26006072,3
26007737,3
26007911,3
26007934,3
26014414,3
26036784,3
26062797,3
26063649,3
26064,1
26075824,3
26076051,3
26077757,3
26080887,3
26081441,4
26081822,3
26084339,3
260_AMPARO GUERRA,3
260_Administrador,3
260_administrador,3
260_amparo guerra,3
261,6
262,3
263,3
266_Administrador,3
266_Contabilidad,4
266_administrador,3
266_contabilidad,4
269_001 - ADRIAN VELA,3
269_001 - LUZ LOPEZ,3
269_001 - SARA VELEZ,3
269_001 - adrian vela,4
269_001 - luz lopez,4
269_001 - sara velez,3
269_001-ANDRES MARIN,3
269_001-EVENTOS UIO,4
269_001-andres marin,3
269_001-eventos uio,3
269_002 - MESIAS VILLALTA,3
269_002 - mesias villalta,3
269_003-BODEGA EVENTOS UIO,4
269_004 - CINDY BARCOS,3
269_004 - DAVID CHONILLO,3
269_004 - DAVID NAVARRETE,4
269_004 - OSWEL MENDOZA,3
269_004 - OSWEL MENSOZA,3
269_004 - OSWEL SANCHEZ,3
269_004 - WILLY DELGADO,3
269_004 - cindy barcos,4
269_004 - david chonillo,2
269_004 - david navarrete,4
269_004 - oswel mendoza,4
269_004 - oswel mensoza,3
269_004 - oswel sanchez,3
269_004 - willy delgado,4
269_005 - JUAN CARLOS DELGADO,3
269_005 - juan carlos delgado,4
269_006-MAFER JIMENEZ,3
269_006-RUTH TOBAR,3
269_006-VALERIA LEMA,3
269_006-mafer jimenez,3
269_007 - JIMY CAIZA,3
269_007 - JOSUE PALOMINO,3
269_007 - jimy caiza,4
269_007 - josue palomino,4
269_007- JOSUE BERMEO,3
269_007- josue bermeo,3
269_007-SARA VELEZ,4
269_008-EVENTOS GYE,3
269_009 - ANGEL AGUIRRE,4
269_009 - JONATHAN GUAMAN,4
269_009 - RICARDO SANCHEZ,4
269_009 - WILLIAM DELGADO,3
269_009 - angel aguirre,3
269_009 - jonathan guaman,3
269_009 - ricardo sanchez,4
269_009 - william delgado,4
269_269_Administrador,3
269_Administrador,3
269_BYRON LOPEZ,3
269_EVELYN JIMENEZ,3
269_Monica Rojas,3
269_OF - RUTH TOBAR,4
269_OF - SANTIAGO MONTESDEOCA,4
269_OF - SOFIA FERNANDEZ,3
269_OF- ALEXANDRA LEMA,3
269_OF- MARCO CANDO,3
269_OF-MAFER JIMENEZ,3
269_PAULINA VERA,3
269_administrador,4
269_byron lopez,3
269_evelyn jimenez,6
269_monica rojas,4
269_of - ruth tobar,4
269_of - santiago montesdeoca,4
269_of - sofia fernandez,4
269_of- alexandra lema,3
269_of- marco cando,3
269_of-mafer jimenez,4
269_paulina vera,4
26_JoffreQuevedo,4
26_MariaLuisaCeballos,3
26_NereidydsMoreno,3
26_NormaRosales,3
26_PruebasDesarrollo,3
26_WilmaGuerra,3
26_joffrequevedo,3
26_marialuisaceballos,4
26_mvargas,3
26_nereidydsmoreno,3
