"Timestamp per day",Attacks,"Unique Src IPs"
1734217200000,5113,47
1734303600000,4875,59
1734390000000,4440,53
1734476400000,6415,51
1734562800000,7059,54
1734649200000,7806,42
1734735600000,7667,47
1734822000000,6487,42
1734908400000,4261,44
1734994800000,3795,47
1735081200000,3801,38
1735167600000,3768,41
1735254000000,4010,37
1735340400000,2796,30
1735426800000,2411,30
1735513200000,2409,33
1735599600000,2406,25
1735686000000,2023,26
1735772400000,3036,35
1735858800000,4559,34
1735945200000,3614,24
1736031600000,3951,38
1736118000000,4509,41
1736204400000,4313,39
1736290800000,5788,38
1736377200000,8068,45
1736463600000,6899,47
1736550000000,5903,39
1736636400000,5265,47
1736722800000,5905,50
1736809200000,5286,56
1736895600000,5672,47
1736982000000,5997,49
1737068400000,5285,62
1737154800000,5817,50
1737241200000,6829,61
1737327600000,10102,52
1737414000000,5745,41
1737500400000,5111,57
1737586800000,6570,58
1737673200000,6748,58
1737759600000,4541,48
1737846000000,4063,49
1737932400000,5122,62
1738018800000,4697,35
1738105200000,5172,45
1738191600000,5088,54
1738278000000,5414,56
1738364400000,5649,70
1738450800000,7759,57
1738537200000,7505,52
1738623600000,5517,61
1738710000000,5520,53
1738796400000,3937,44
1738882800000,2727,55
1738969200000,2633,49
1739055600000,1908,39
1739142000000,2231,62
1739228400000,1376,48
1739314800000,764,45
1739401200000,1837,65
1739487600000,2840,35
1739574000000,2635,64
1739660400000,1316,49
1739746800000,2374,70
1739833200000,2258,55
1739919600000,3482,54
1740006000000,5130,65
1740092400000,4381,53
1740178800000,3188,53
1740265200000,2530,45
1740351600000,2774,44
1740438000000,2491,50
1740524400000,2395,52
1740610800000,1028,49
1740697200000,955,53
1740783600000,843,55
1740870000000,907,49
1740956400000,1011,57
1741042800000,712,46
1741129200000,734,61
1741215600000,1450,60
1741302000000,1737,62
1741388400000,1973,60
1741474800000,1803,53
1741561200000,1487,54
1741647600000,2168,58
1741734000000,2677,64
1741820400000,2682,64
1741906800000,4955,63
1741993200000,4427,56
1742079600000,2934,65
1742166000000,4396,57
1742252400000,4041,54
1742338800000,3153,57
1742425200000,1995,51
1742511600000,3151,61
1742598000000,7962,59
1742684400000,4813,49
1742770800000,1225,58
1742857200000,1527,58
1742943600000,2603,49
1743030000000,3776,47
1743116400000,2064,46
1743202800000,2023,53
1743289200000,1813,48
1743372000000,1293,44
1743458400000,1512,70
1743544800000,1646,39
1743631200000,1569,55
1743717600000,1845,58
1743804000000,1274,52
1743890400000,2339,48
1743976800000,2376,58
1744063200000,2454,54
1744149600000,2208,64
1744236000000,1835,55
1744322400000,2847,49
1744408800000,5189,50
1744495200000,8111,64
1744581600000,4778,55
1744668000000,2188,45
1744754400000,601,57
1744840800000,556,54
1744927200000,1265,61
1745013600000,1445,54
