url,tpot path (/data/cowrie/downloads),count
http://176.9.107.253,dl/758671da2a161dc4f97c395f1737a1bccdb07b36613132412242e6a252bbdf3b,1
http://176.9.107.253,dl/771d43c9cb7953faa0f7da1923fc47495aadb960edcff9fca4e82a5ad9f239c9,1
http://176.9.107.253,dl/77b5a0c193a72adc37a07ff2a84eea1fd4320413f609963e44da0dbb7076d477,1
http://176.9.107.253,dl/7b8d9d2e9478f2e1e597dfdfaedb9ddcc94a7f9a6d06208204e127478ab309a1,1
http://176.9.107.253,dl/81111521506902491f66c6c344b999391162aa31d667c5e659fd7653e124f60d,1
http://176.9.107.253,dl/8df92e2e72b77568e620ef6e5a5354ce8edb6eca82cee9ddf0f9bdc01fd2fd4b,1
http://176.9.107.253,dl/8f2fc37f2d9bd139fd15188f278d46380ef3ba3cb680dd4148dca41f7fc99de0,1
http://176.9.107.253,dl/94112be4898c4e72852df8b89ec42eea4c3ea019db09396422fbe520f9aee3d6,1
http://176.9.107.253,dl/98ec247fb2f97cc6ed4c0d804d92f9827ef03844ece5ead93c63c2ed1aa8ea7b,1
http://176.9.107.253,dl/9c1531db84614bd03aee6456b04672fc5cda7308b567dffe57514545ce1bb73e,1
http://176.9.107.253,dl/a43ef17e146e338fa286249062cf0026f135823ec0f810312b2eb674dafebd0f,1
http://176.9.107.253,dl/c2d3bda5a9b48ea4de2646f4331fa8a38639f9eecf054d9ba73bf3a13943042e,1
http://176.9.107.253,dl/c60ae5ef39efdcd940c8ea0b36e2ee83f1245ff8e25e15fedfee39290ffadbf9,1
http://176.9.107.253,dl/c69746d57744b4005de1c7a08463766d7bbec3e5e7d88fb47e94d4a64e39c811,1
http://176.9.107.253,dl/c7d1986a1a90c9d6f2f55655047e68273e632cca3224481369f86040b128b0c6,1
http://176.9.107.253,dl/cc051aa95556e3bc8d2064b7000bd7360423002acc1dadbb78a6295350848b36,1
http://176.9.107.253,dl/cdf1046537ffe6eba410a6640329db9e77677ca75a8c02fb691c72c0b00c4374,1
http://176.9.107.253,dl/d6adb30c148cbbd8397d3aafe5bd388046d8ccc60ca2820b44345b7a34306c42,1
http://176.9.107.253,dl/d7eb8e43739edbf2da2169686767f861324149a4390d862df16fc2f2bdd1378d,1
http://176.9.107.253,dl/da7c8d638a23030c511da23b15880e31d5694f806474a4e920ed233af3f915bc,1
http://176.9.107.253,dl/db044df4d04ef9e1c4e883372cbab7b5bcf56253f8cb7885231c0db107e12c1c,1
http://176.9.107.253,dl/db816aa76595e23ee3348b053898c04522c157f1089780b539eab5cce0937252,1
http://176.9.107.253,dl/dd24b3e25d4001ac9e4962bfc6746b6c87186be7e7ec9d31445fd30e151fde4d,1
http://176.9.107.253,dl/e27bb9c475bf58e5cd66251a5c7de95f8fac16948405881400e3693111cd48f1,1
http://176.9.107.253,dl/e3af392e9961216e3669431f6c7c02166416dd59260738b700b1230f0740502f,1
http://176.9.107.253,dl/e445d5b65060e092ce024967b4726a84b4cd7eb517b8bf28f9d204697f6e1972,1
http://176.9.107.253,dl/e4eccbcf346656cf782fe796de023b7cba2005c12977970a381c43eb1c3b552e,1
http://176.9.107.253,dl/e5cf25b897e83d88bbb593674096cda8e78554342e6376517a39115b080487e1,1
http://176.9.107.253,dl/eed72a487a4182f06e5bd17a566f6a78410f6c2b342b2c0bed4aba208e41e12a,1
http://176.9.107.253,dl/f2099fc82e08ff64d9fe82a25ab4a8586830960af128ff6e0a8a5cf3ebec92b4,1
http://176.9.107.253,dl/f898b4f19f7cdfdc8acab9cfd6ccd53023349977a148b9862b0c2267b4f1ac72,1
http://176.9.107.253,dl/f94e8652d6d8afad7049acad6842266ef97c3c34ff86e1bdf7cf0e27e74d0f7a,1
http://176.9.107.253,dl/fb61733c4bf90fa09ecf763fddf2cd5c980727d9a1658bfda02f101b4c9488d8,1
http://185.157.247.35/a.sh,dl/61bfcb9f295fe299690de72f8625f014df21e1d50c1d850db9c1a8d39988f2ab,1
http://185.193.127.129/DUSK.sh,dl/c79521931c904cd5053cb511ed66a8c2749f1dfdd8cd5d2c8dd0f2d6092d1cfe,3
http://185.193.127.129/DUSKcurl.sh,dl/7e75de1c7020b4dd37fde46a57291144e8082421345213d1fdea854f15e5d32c,1
http://188.165.208.154,dl/1d49b935788569aca13f8ba5dd4707220a1256fadf3d763adc518e6f5a4964a9,111
http://188.232.143.18:22115/.i,dl/d5601202dff3017db238145ff21857415f663031aca9b3d534bec8991b12179a,1
http://193.124.47.77:3001/,dl/078f9bf2401d66bdebfc62a03f50da1a200724725f7af01f258f9a79549a4588,15
http://194.0.234.223/ssh,dl/e97eaee4b3873bf82f411f15f0c1a2de6bda38fe3e094d36087957439440c3ba,3
http://194.0.234.223/telnet,dl/3ae95665739adacf60eb21d96dc64df5db3d233ecbfab26f1703c09e1fdf0f3b,2
http://194.50.16.26/bins/bin.x86_64,dl/c9553a476420fcf7cd1cb71dc28d3158acaf6770efb1ae3fdf69a2ed68145fc5,2
http://194.85.251.8/bins.sh,dl/03dd8f0e44bd7acd5d1d679f1b92f3805291d9051e2c918bd544c30af0b85a79,3
http://194.85.251.8/bins.sh,dl/4daa5b59085e229819346be6d84b78cc58b95253eed90ada5542b96ba6debd75,3
http://194.85.251.8/bins.sh,dl/68c5f485047f43dc50c41a60e0a2bd7f1a31dae31df8b1a33ff2da0fd4a69c44,6
http://194.85.251.8/bins.sh,dl/735d5b7ecd77d2f3e2d27171ade223f0ab65baf63fedc8dead40cef29f81a99a,3
http://194.85.251.8/bins.sh,dl/8f85b630851a39072d2711d2747b1dd49876a40f2e895f3b732d93243b2a0643,3
http://196.251.86.49/ohsitsvegawellrip.sh,dl/f83b1a5acb11a50b4e698b445fb9c95f3be81dc861b2dc5f4a783d086daeb91e,4
http://212.113.120.167,dl/d9c31065a76624c3a21344fbb0141c48b5f8a2d63a3092237576052254430d37,1
http://212.90.127.116:40675/.i,dl/d5601202dff3017db238145ff21857415f663031aca9b3d534bec8991b12179a,1
http://213.171.4.129/ohshit.sh,dl/8ca63f3a8ddc0251c7705e2232f94acbcbae016faf9d620e3e9aa31aa1bdbf32,2
http://216.126.231.240/bins.sh,dl/16d74d19d8e5affbffa2038d6b40e17db55e4a7d7e21de800a24f37cfcc6531c,6
http://216.126.231.240/bins.sh,dl/3561a25654068e9ddfa3d6337868db3e7adef236e93e5292a128d879f3eb20d2,6
http://216.126.231.240/bins.sh,dl/37f6496c13ca85802a06020392dab9dbb2c8c18993a23a508a49d4d73e304529,9
http://216.126.231.240/bins.sh,dl/43fd86667e58eeb0e59922eb2aa6773f01cbd8c39235dc00904a1eb13230eccb,9
http://216.126.231.240/bins.sh,dl/4aa5ab11bd6f613478208b74ffefcd67594912de8b15bc52edf572a0367d01e0,8
http://216.126.231.240/bins.sh,dl/62e0e9038405bd4bc6d05984bb7ed725206bca4a14b4fdb1cdb3df89f9fa6771,6
http://216.126.231.240/bins.sh,dl/703bc61dabb824da3d539d16dc77e4524c08eda72faa12e17fda26395f4360a8,2
http://216.126.231.240/bins.sh,dl/7a490d353198bd3e1da7874fea36e53461790e1cc7e6c5afc7761ae3a52f5344,3
http://216.126.231.240/bins.sh,dl/7df8e8f253faed764b455004c890e264de892c7cccbd188de7d502b86c7baed9,1
http://216.126.231.240/bins.sh,dl/8d6701b66f6d5e2f19a450e764fd9f305021b2504b7e9ef41c1800ac442549af,9
http://216.126.231.240/bins.sh,dl/959057caf2e4ad2e24b661042ad126a317aa70ca2734c8282a55ff482302323f,4
http://216.126.231.240/bins.sh,dl/aab8724f91c479bdd2a93c20e6e7d055b2c17547b8fcfe5de3bf2263eba89719,3
http://216.126.231.240/bins.sh,dl/ab9cf57b69b0f3988a832c77e08ee2799b5e1623bf927cc77f48879aae9fc01e,3
http://216.126.231.240/bins.sh,dl/b1939b0c416e1b9c2cc74be11658b516452f309f38abf37436b84435ee65e8a2,11
http://216.126.231.240/bins.sh,dl/be309eaf9b1992733f06373da12ab07e779cdedd08f742cd3035b3943336d6cd,6
http://216.126.231.240/bins.sh,dl/c314853464faca6b80e335ce6e03ec46de950343e6b17a5d5c02e1cbfbec705e,3
http://216.126.231.240/bins.sh,dl/d12ef27aa84058d5db1070d06b940680ebd5441c16d64e9685ad85288d758a47,3
http://216.126.231.240/bins.sh,dl/d16d7fa2defffc526b1f8dcbe3f082ac5cd8d1015d2bcda576076b922eea8d30,3
http://216.126.231.240/bins.sh,dl/d282873524efa06a7da01fcdc8105d7b38d00579aae047bf2a561281496ad94c,3
http://216.126.231.240/bins.sh,dl/e82852fa79b54c29cdc10dca5697997550b2d12cf270a5f708dc2aa43c57e50d,6
http://216.126.231.240/bins.sh,dl/ed5138a5800c6bedfbcd9e9a46d11323dcc2696d92bd42f1d99c46d7bf07f4bd,3
http://216.126.231.240/bins.sh,dl/f98486edcd5b27f2b019ed174345f85e8ea618f8fe85b5b10658d051775c6d00,9
http://216.126.231.240/bins.sh,dl/fca4131ddfec2205c85a441d82ff238e1b802656061977ed44175c43f3d268f8,9
http://216.126.231.240/bins.sh,dl/fdf7265d102f4d5d4bd074212f7075a9e98b37baf7bdb4ec09f54a3180a12e2b,9
http://219.70.238.66:64752/.i,dl/a04ac6d98ad989312783d4fe3456c53730b212c79a426fb215708b6c6daa3de3,1
http://221.154.76.175:35427/.i,dl/d5601202dff3017db238145ff21857415f663031aca9b3d534bec8991b12179a,1
http://222.246.42.154:9286/.i,dl/a04ac6d98ad989312783d4fe3456c53730b212c79a426fb215708b6c6daa3de3,1
http://223.151.252.166:41187/.i,dl/a04ac6d98ad989312783d4fe3456c53730b212c79a426fb215708b6c6daa3de3,1
http://223.8.34.221:38471/.i,dl/a04ac6d98ad989312783d4fe3456c53730b212c79a426fb215708b6c6daa3de3,1
http://27.77.54.129:22455/.i,dl/a04ac6d98ad989312783d4fe3456c53730b212c79a426fb215708b6c6daa3de3,1
http://31.44.59.171:57438/.i,dl/d5601202dff3017db238145ff21857415f663031aca9b3d534bec8991b12179a,1
http://37.221.64.245/bins.sh,dl/4a7d3c8707605130a06d5828c80194e7a39eb6cbe04fa9149e86649894e274a3,3
http://37.221.64.245/bins.sh,dl/7d668685b14be7a6f50630e006f43bcb636ccbb9a2b6a420bf64f4ec73c389d5,2
http://37.221.64.245/bins.sh,dl/924df73da21e9531df92e59779c4abec90390e5e3964a329833cdf324c2125c0,3
http://37.44.238.100/bins.sh,dl/72147234997031ccf287fa532862cbb8a63c449b43ada54ee414a4fbb4af8f7f,7
http://37.44.238.67/bins.sh,dl/093a6470fe8bde8a7ef9cf3f21c169f41e19f88f9165b1782b7ede6f45d2e782,10
http://37.44.238.67/bins.sh,dl/61e01dd195cffd031765c0cfe190a3fa90b22beb02d65eccdfd437a0fc2c341f,14
http://37.44.238.68/bins.sh,dl/1bda2d1ee650544b33c723ea053ed881de5eff9cdb5040f10f8229aae7cb2c7a,3
http://37.44.238.68/bins.sh,dl/5a6752de999587cdf644be90cc562647229420bbf3f6c99da6cf3f4723a1f77f,6
http://37.44.238.68/bins.sh,dl/5fae9e3c6a9c3b487656d88ffc4a64ad7eab13d5a59cffd9c8238497ba048807,2
http://37.44.238.68/bins.sh,dl/9970e02776accc7b04f74b787c4a1baa81edd52357467f45fec7ca809ae5baa8,3
http://37.44.238.68/bins.sh,dl/b2b821ffae320a02b65b50c362082f0bedd25692623b669dba6f0999a2d2410c,3
http://37.44.238.68/bins.sh,dl/e33425dc169277128881be12ab52e7ae8f2072479f15b71e125b5f43c61b9de0,3
http://37.44.238.68/bins.sh,dl/f925a128771e9c185ad9d71484d2e7be920bca3b401bda850df0b7bc96a11660,3
http://37.44.238.75/bins.sh,dl/3d730bc9735ab25dad81eb452fbe24f699b20404f79b35328957eec76fdd6537,6
http://37.44.238.75/bins.sh,dl/8d2f5501dc6ca12dd35ad8e6f635d776b84cf5f731fa67dd8ea0c9799146233b,5
http://37.44.238.88/bins.sh,dl/0bf58c9867de573298a0b4af4b4c3ca944bfd3eaeee7af31f8f9a96f7860e4d7,3
http://37.44.238.88/bins.sh,dl/10c8ba3a589391ea9b0b09ee4c73c0020d2ade250fa4244a2bac958aac000d8b,3
http://37.44.238.88/bins.sh,dl/1955d746164824980d26e30bf407060921504888edd33ed9ca28b3459cebe74f,9
http://37.44.238.88/bins.sh,dl/1b6d72c206cb0f7f2b0086eddcf666df2085941a0c54a59258d0675b221a97d4,3
http://37.44.238.88/bins.sh,dl/20312fb707f09bb5a9bc40d2dba1db6c196b53af75f4840a6ce0a502bec4efff,3
http://37.44.238.88/bins.sh,dl/2f42a42c6c2f48bce1a8c436362e3e43ec0c9cd0fb8c9bba4bf5f61f5415730d,6
http://37.44.238.88/bins.sh,dl/3167cd1c2a5bb6f2d3be6201d80ba65969e6d93ae4dbfea5eb3d10678a40e85f,3
http://37.44.238.88/bins.sh,dl/34659ede89caa7d74676dc62b0c782e752a5028215f3ae3d281f183f0b939b5a,9
http://37.44.238.88/bins.sh,dl/37a5a3e5ce57b6a774808847b27b716c7809d8da5349d0a6c0ed0d945fd9de45,3
http://37.44.238.88/bins.sh,dl/4050592d5b937caffcf9c07f8f41ad929a17e2c1e88fb4546c0cd43e087f65ce,3
http://37.44.238.88/bins.sh,dl/512c85432f47149b04a2620dea12b2520857884e398b886d768468a16ced73d5,21
http://37.44.238.88/bins.sh,dl/66b178cbff8bec8f6ae8036620da5a1cbd993e6017ce25471c4533cdf4339992,3
http://37.44.238.88/bins.sh,dl/67ea1fd5a2900181c3c399ee51cd5234d769daa25a86fc137351b593fc267e5a,3
http://37.44.238.88/bins.sh,dl/746a0ece8ba89a5f8893fae31b8d655cbeb6bdcc2442646db8866be8ccce40b9,3
http://37.44.238.88/bins.sh,dl/765009220fa2537e6ad968bafb8ba8d36ae215c701f474265d289920852b441d,3
http://37.44.238.88/bins.sh,dl/7da172395a3970c648eda3285faa48093d1c200dcfb34ae1ab88defdc5658ca3,3
http://37.44.238.88/bins.sh,dl/8167670bd23040cd472bf2a0d5030112f63b034f2d9f5a106f232c7008c6b82c,3
http://37.44.238.88/bins.sh,dl/85fa9cb36275d300bbdc4c8b14a783c766aabc4baefeb28ca423017682a3d55e,3
http://37.44.238.88/bins.sh,dl/8992264d0422f88052be8f9951f95289885e44472867628515fae0a1a20e3239,3
http://37.44.238.88/bins.sh,dl/8fcc6a6a44767c7ed93f04c2b77cfa3eb52bc2798ad6c753c04351abbbc6e147,3
http://37.44.238.88/bins.sh,dl/9450737dd2024ad3638b628b3c4f658eea0bf964ed47bd41a8d05311810d574c,3
http://37.44.238.88/bins.sh,dl/9e8b3b097dcc41af6f56b66774155594381960deb2726e2cea2d2d6983a8f549,3
http://37.44.238.88/bins.sh,dl/aeef0eb99ff7d1547783b933b305ce22b99df10165cb1ce3540b7f6f641cfce0,6
http://37.44.238.88/bins.sh,dl/af48b8a35899ac7a97fc436e71f25ced39f568720b318877713033a001d11f10,3
http://37.44.238.88/bins.sh,dl/bfe0e38c968bb01865e9c410847bf1d9634e5c66afba9138b5bbd35755df9463,3
http://37.44.238.88/bins.sh,dl/cdddf45d407e9592393aeecf97e9b10142de9d89c016097d20321080662610af,3
http://37.44.238.88/bins.sh,dl/cdeb2c6a573250165f4b7643ec135d7e46674ca5d7622e0878a2739d46916902,3
http://37.44.238.88/bins.sh,dl/d03436d4c4ec678447b25612d12a856047c804d7a3f4eee1c316c598567b2d0c,3
http://37.44.238.88/bins.sh,dl/d792f536f14af75e6caabafc07993ae9443894b244329b2716bf85316e922970,3
http://37.44.238.88/bins.sh,dl/db9d67495805371306ece685bcf138c6fa0910e086cfb6eb97399700f6c66caa,3
http://37.44.238.88/bins.sh,dl/e4cfe0b0361c55048d2d25923e23467a059f5a55fcf3f703f77ac1482835f687,6
http://37.44.238.92/bins.sh,dl/4e0b27339e784ecfec59332890bec0c7cd664b60416f61c9fef79d936e12d173,30
http://38.55.251.57:5555/sora.sh,dl/1805a01f3d3ed529079daf427941f35ac1a808da1c70f416dc4bc0c2068c24a4,1
http://45.125.66.171/p,dl/18d58dfba2753b2b0e60dfc1cc8b3314f0c27a6579b06cd2eaef441249ffa565,3
http://45.127.222.73:22061/.i,dl/020f1fa6072108c79ed6f553f4f8b08e157bf17f9c260a76353300230fed09f0,1
http://45.141.102.152/ftpwgetf.sh,dl/2c3c383fee1a228150213f8bfc1988c6d23b832aaa80e92f029dfc0ee76e62b7,1
http://45.149.241.217/hide/hide.mips,dl/06f7c4902043b7b0a2d245dfd51cceb41492d95fabff4df89212ee23c075a0a0,2
http://45.149.241.217/hide/hode.arm7,dl/e7f9cb258ae9b0b5e41b7862c16d348077190fa4db098bc80a258186e1b427b3,1
http://45.89.28.202/bot,dl/4c3bd4f78b208e00f808137c0f77538b00da1ae5ed1ae51cb5320cc681b8624e,2
http://45.89.28.202/bot,dl/5227b8afaa126098ebcafacc52466326d1a952b99e3e09f84746a087862fab7a,7
http://45.89.28.202/bot,dl/dc8a55a4d2e8f3516a76f0981348970424509461d6ebc5bf024615b6061cd717,4
http://45.91.193.133/atp,dl/ea750c3de083290ff41659148189a57705b4857c6ede3fcc84949f1e18a9eccd,6
http://45.91.193.133/bins/x86,dl/7a8ed4a1f76797d3b9b6b5f738a0b6dab41bf4fa7c0abfd49b8714f898cc8669,1
http://46.203.233.30/bins/x86,dl/d53180077d30cbcbec53397db73ab647784a537ab84164557c4abc7befd6dfb1,1
http://49.85.206.226:36074/.i,dl/a04ac6d98ad989312783d4fe3456c53730b212c79a426fb215708b6c6daa3de3,1
http://5.165.144.137:11463/.i,dl/d5601202dff3017db238145ff21857415f663031aca9b3d534bec8991b12179a,1
http://5.167.250.162:54547/.i,dl/d5601202dff3017db238145ff21857415f663031aca9b3d534bec8991b12179a,1
http://5.235.234.223:52090/.i,dl/a04ac6d98ad989312783d4fe3456c53730b212c79a426fb215708b6c6daa3de3,1
http://61.215.136.198/x/1sh,dl/d8c1942588308085e721f7666c525f39a84c9fbfb57229bde6bbedca4e1e48c5,6
http://61.215.136.198/x/2sh,dl/4dc015625d321c73bc47f6d9124623689e4881c401667c35f536dbc063a766a8,6
http://61.215.136.198/x/3sh,dl/f29d34ed64a00eb5b46407610fc3d876ca8086ce4401ac383af5e4d27b099c74,1
http://61.215.151.173/x/1sh,dl/4aa45d6226f2eaac188e253134bf4b12a7ce7d8f9167ec477ad3bc83a8feab48,3
http://61.215.151.173/x/2sh,dl/49dff6cc2bf001c1cafdfb571d2f883887be92fcec7862ac61fb5852530c2fad,2
http://61.215.151.173/x/3sh,dl/0131d2f87f9bc151fb2701a570585ed4db636440392a357a54b8b29f2ba842da,1
http://66.63.187.69/wget.sh,dl/7a0d29462ec9548247fb10a6e2ccf36bcaec52468002ab87a4685cb371963a31,2
http://66.63.187.82/sasori,dl/4507f814be21571a266028089e9f54d614eb229715dcece949ae86aacb72782e,1
http://66.63.187.82/wget.sh,dl/6908b238ea42e0015be262b6c096ac59f147412e4da3f6030a049411a99964a0,3
http://66.63.187.92/a.sh,dl/b66f44930870482721dccc5e533e672cd2d138dc468e6568e8e9b54ede7fb638,2
http://77.83.88.136:2570/.i,dl/d5601202dff3017db238145ff21857415f663031aca9b3d534bec8991b12179a,1
http://81.232.120.87:2780/.i,dl/d5601202dff3017db238145ff21857415f663031aca9b3d534bec8991b12179a,1
http://87.106.100.210:6016/ohshit.sh,dl/617f57a6fc407d25beef473a9a15cc6c83a200cde9cf1b0cff189cc437a13848,2
http://87.120.125.191/bins.sh,dl/3132b276bc1eceb1f367f5e775cf372645b273390ac512e4866929417c72784e,3
http://87.120.125.191/bins.sh,dl/68e834b0c9c94f1855e4f8f4e347696fbe492b08582d98ecb60101009160aa4a,9
http://87.120.125.191/bins.sh,dl/acef14f289c058e8815391f9c5cbbfecb2b60fb7f1d2f3fad58928df4b997620,3
http://87.120.125.191/bins.sh,dl/c7318d4bd40dcdf2f91229d6f183fe15701d7ae64b8d2010328d4aaf3d504f57,6
http://87.120.125.191/bins.sh,dl/d3eecd8c36ad1ce9baed5ddca10403b25037fb7db0baba17634b2343aec6e009,3
