"Timestamp per day",Attacks,"Unique Src IPs"
1741129200000,15973,4238
1741215600000,4232,3504
1741302000000,4670,3419
1741388400000,9987,3444
1741474800000,12496,3698
1741561200000,23071,3553
1741647600000,6823,3382
1741734000000,26947,18
1741820400000,27751,24
1741906800000,25039,28
1741993200000,20025,21
1742079600000,9102,18
1742166000000,28961,23
1742252400000,25776,21
1742338800000,17866,38
1742425200000,16624,58
1742511600000,17775,36
1742598000000,20763,48
1742684400000,29115,66
1742770800000,9975,37
1742857200000,14717,22
1742943600000,47696,18
1743030000000,20791,47
1743116400000,24201,17
1743202800000,16787,18
1743289200000,25059,19
1743372000000,24324,18
1743458400000,34622,25
1743544800000,29366,116
1743631200000,32078,763
1743717600000,23271,523
1743804000000,24689,1108
1743890400000,42882,1127
1743976800000,36765,1170
1744063200000,37305,1260
1744149600000,28268,1222
1744236000000,33418,1192
1744322400000,20960,1151
1744408800000,22352,1205
1744495200000,35738,1166
1744581600000,35580,1221
1744668000000,33765,1176
1744754400000,37787,1187
1744840800000,32707,1192
1744927200000,42477,1196
1745013600000,25717,1186
