http_user_agent,count
Opera/8.73.(Windows NT 5.0; hy-AM) Presto/2.9.179 Version/10.00,1
Opera/9.59.(Windows CE; nso-ZA) Presto/2.9.174 Version/12.00,1
Opera/9.67.(X11; Linux i686; kw-GB) Presto/2.9.170 Version/12.00,3
Opera/9.80 (Android 4.0.4; Linux; Opera Mobi/ADR-1205181138; U; pl) Presto/2.10.254 Version/12.00,1
Opera/9.80 (Android; Opera Mini/43.3.2254/150.36; U; en) Presto/2.12.423 Version/12.16,2
Peach/1.01 (Ubuntu 8.04 LTS; U; en),1
Project25499 Scanner (opt-out@project25499.com),32
Python/3.10 aiohttp/3.9.4,16
Python/3.11 aiohttp/3.9.5,4
Python/3.12 aiohttp/3.10.6,1
Python/3.12 aiohttp/3.11.11,6
Python/3.12 aiohttp/3.11.13,4
Python/3.9 aiohttp/3.8.5,2
SonyEricssonK750i/R1CA Browser/SEMC-Browser/4.2 Profile/MIDP-2.0 Configuration/CLDC-1.1,3
TurnitinBot (https://turnitin.com/robot/crawlerinfo.html),1
abuse.xmco.fr,78
curl/7.29.0,5
curl/7.61.1,40
curl/7.64.0,11
curl/7.64.1,42
curl/7.68.0,82
curl/7.74.0,215
curl/7.88.1,6
elastic/6.2.37 (linux-amd64),1754
elasticsearch-py/7.10.1 (Python 3.9.17),8
elasticsearch-py/7.13.4 (Python 3.10.2),134
elasticsearch-py/7.15.0 (Python 3.9.7),1
elasticsearch-py/8.14.0 (Python/3.10.8; elastic-transport/8.13.1),2
elasticsearch-py/8.16.0 (Python/3.9.6; elastic-transport/8.15.1),50
elasticsearch-py/8.17.0 (Python/3.8.10; elastic-transport/8.17.0),49
estk/0.0.1 (+https://github.com/LeakIX/estk),1
iPhoto/9.1.1  (Macintosh; N; PPC),1
l9explore/1.2.2,66
l9tcpid/v1.1.0,6
libwww-perl/6.77,7
okhttp/3.14.9,16
python-httpx/0.21.1,183
python-httpx/0.25.1,44
python-httpx/0.27.2,178
python-requests/2.26.0,3
python-requests/2.27.1,448
python-requests/2.28.1,11
python-requests/2.28.2,1036
python-requests/2.31.0,62
python-requests/2.32.2,235
python-requests/2.32.3,911
python-requests/2.6.0 CPython/2.7.5 Linux/3.10.0-1160.118.1.el7.x86_64,14
python-requests/2.6.0 CPython/2.7.5 Linux/3.10.0-1160.119.1.el7.x86_64,137
python-urllib3/1.26.6,22
xfa1,7
"xfa1,nvdorz,nvd0rz",1
